qID,th3_biggest_tfidf
2777,"{'finger': 7.6793478979928285, 'gesture': 8.190173521758819, 'invented': 8.190173521758819}"
2779,"{'h2o': 8.595638629866983, 'hco': 8.595638629866983, 'ionic': 8.190173521758819}"
2781,"{'gifts': 7.497026341198874, 'girlfriend': 6.64972848081167, 'send': 6.5807356093247185}"
2783,"{'""': 19.111705215640313, 'let': 15.358695795985657, 'try': 14.183122466181418}"
2785,"{'clinton': 6.455572466370713, 'republicans': 7.902491449307038, 'voted': 8.190173521758819}"
2787,"{'hacks': 7.902491449307038, 'psychology': 7.6793478979928285, 'useful': 7.3428756613716155}"
2789,"{'akc': 8.190173521758819, 'maltipoo': 8.190173521758819, 'register': 7.091561233090709}"
2791,"{'embarrassing': 8.190173521758819, 'moment': 7.497026341198874, 'stranger': 7.902491449307038}"
2793,"{'computer': 5.956581300251725, 'coolest': 8.190173521758819, 'things': 5.956581300251725}"
2795,"{'elect': 8.190173521758819, 'excluding': 8.190173521758819, 'insane': 8.190173521758819}"
2797,"{'coaching': 6.986200717432883, 'gate': 6.516197088187147, 'prepare': 5.792278248960448}"
2799,"{'constitution': 7.497026341198874, 'india': 4.376130924690877, 'state': 6.344346831260488}"
2801,"{'po': 7.902491449307038, 'salamat': 8.190173521758819, 'tagalog': 8.190173521758819}"
2803,"{'dandruff': 8.190173521758819, 'rid': 6.986200717432883, 'severe': 7.3428756613716155}"
2805,"{'abroad': 7.902491449307038, 'biotechnology': 7.6793478979928285, 'study': 6.153291594497779}"
2807,"{'batch': 8.190173521758819, 'infosys': 7.902491449307038, 'jan': 8.595638629866983}"
2809,"{'going': 6.197743357068613, 'president': 6.398414052530764, 'worst': 7.209344268747093}"
2811,"{'passports': 8.595638629866983, 'stolen': 8.190173521758819, 'used': 5.956581300251725}"
2813,"{'?': 1.0007542426504639, 'bullshit': 7.902491449307038, 'ethics': 8.190173521758819}"
2815,"{'liveloop': 8.595638629866983, 'microsoft': 6.986200717432883, 'pay': 6.723836452965392}"
2817,"{'best': 3.462785703046478, 'hollywood': 7.6793478979928285, 'movies': 5.887588428764773}"
2819,"{'cat': 7.091561233090709, 'eye': 7.209344268747093, 'scratch': 7.209344268747093}"
2821,"{'follow': 6.890890537628558, 'peaceful': 8.190173521758819, 'religion': 7.902491449307038}"
2823,"{'bite': 7.902491449307038, 'mosquito': 8.595638629866983, 'rid': 6.986200717432883}"
2825,"{'shae': 8.190173521758819, 'swords': 8.595638629866983, 'tywin': 8.190173521758819}"
2827,"{'polyamorous': 8.190173521758819, 'relationship': 6.723836452965392, 'third-wheeled': 8.595638629866983}"
2829,"{'attacked': 8.190173521758819, 'defend': 8.595638629866983, 'nato': 8.190173521758819}"
2831,"{'puzzles': 8.190173521758819, 'similar': 6.986200717432883, 'sudoku': 8.190173521758819}"
2833,"{'.': 7.790316528149134, 'r': 8.595638629866983, 'repaired': 8.190173521758819}"
2835,"{'?': 1.0007542426504639, 'life': 4.89433665575449, 'theories': 7.902491449307038}"
2837,"{'2003-2007': 8.595638629866983, 'civic': 8.595638629866983, 'corolla': 8.595638629866983, 'sentra': 8.595638629866983, 'toyota': 8.595638629866983}"
2839,"{'?': 1.0007542426504639, 'alternatives': 7.902491449307038, 'thebetafamily.com': 8.595638629866983}"
2841,"{'date': 7.209344268747093, 'girls': 6.197743357068613, 'guys': 7.209344268747093}"
2844,"{'touchscreens': 8.190173521758819, 'underwater': 8.595638629866983, 'used': 5.956581300251725}"
2846,"{'advancements': 8.595638629866983, 'latest': 7.497026341198874, 'technological': 8.595638629866983}"
2847,"{'2016': 5.527585694733366, 'best': 3.462785703046478, 'film': 7.3428756613716155}"
2849,"{'?': 1.0007542426504639, 'entanglement': 8.190173521758819, 'quantum': 8.190173521758819}"
2851,"{'attitude': 8.595638629866983, 'tasks': 8.190173521758819, 'time': 9.942595393781236}"
2853,"{'box': 15.804982898614076, 'gear': 16.380347043517638, 'mesh': 17.191277259733965}"
2855,"{'care': 6.890890537628558, 'people': 4.683615624438837, 'think': 5.245734542592379}"
2857,"{'taxis': 7.497026341198874, 'uber': 6.890890537628558, 'york': 7.902491449307038}"
2859,"{'bollywood': 6.803879160638928, 'pitch': 8.595638629866983, 'songs': 6.64972848081167}"
2861,"{'improvement': 6.723836452965392, 'needs': 7.3428756613716155, 'telling': 7.902491449307038}"
2863,"{'breaking': 8.190173521758819, 'details': 8.190173521758819, 'engagement': 8.595638629866983}"
2865,"{'b': 6.723836452965392, 'b-tree': 8.190173521758819, 'tree': 7.902491449307038}"
2867,"{'factor': 7.902491449307038, 'gdp': 14.418688537494186, 'prices': 7.902491449307038, 'producer': 8.595638629866983}"
2869,"{'extreme': 8.595638629866983, 'grads': 6.986200717432883, 'networks': 7.497026341198874, 'recruit': 6.986200717432883}"
2871,"{'fund': 7.497026341198874, 'ivy': 8.190173521758819, 'league': 7.6793478979928285}"
2873,"{'analysis': 7.6793478979928285, 'financial': 8.190173521758819, 'statement': 7.6793478979928285}"
2875,"{'4': 6.069909985558728, 'battery': 7.902491449307038, 'iphone': 6.344346831260488}"
2877,"{'french': 7.902491449307038, 'nazi': 8.190173521758819, 'occupation': 8.595638629866983}"
2879,"{'20k': 8.190173521758819, 'buy': 5.762425285810767, 'laptop': 6.398414052530764}"
2881,"{'biodiversity': 8.190173521758819, 'human': 7.209344268747093, 'impact': 7.3428756613716155}"
2883,"{'airplane': 8.595638629866983, 'feel': 5.575213743722621, 'travelled': 8.595638629866983}"
2885,"{'don': 8.595638629866983, 'paths': 8.595638629866983, 'programming': 11.775176857529546, 'want': 11.150427487445242}"
2887,"{'animals': 7.3428756613716155, 'native': 7.6793478979928285, 'turkey': 6.986200717432883}"
2889,"{'b2': 8.595638629866983, 'bi': 8.595638629866983, 'reapply': 8.595638629866983, 'renewal': 8.595638629866983}"
2891,"{'?': 1.0007542426504639, 'facebook': 6.197743357068613, 'hack': 6.803879160638928}"
2893,"{'affecting': 8.595638629866983, 'invalid': 8.595638629866983, 'rammifications': 8.595638629866983, '₹': 15.358695795985657}"
2895,"{'drafts': 8.595638629866983, 'gmail': 13.972401434865766, 'retrieve': 7.902491449307038}"
2897,"{'day': 5.792278248960448, 'quora': 4.857969011583615, 'time': 4.971297696890618}"
2899,"{'-4.5': 8.595638629866983, 'eyesight': 7.902491449307038, 'large': 8.595638629866983, 'vision': 7.902491449307038}"
2901,"{'dysfunction': 8.190173521758819, 'erectile': 8.190173521758819, 'masturbation': 7.497026341198874}"
2903,"{'created': 6.890890537628558, 'languages': 7.3428756613716155, 'new': 5.228342799880509}"
2905,"{'hardest': 7.497026341198874, 'seen': 6.986200717432883, ""you've"": 6.516197088187147}"
2907,"{'india': 4.376130924690877, 'place': 6.153291594497779, 'visit': 6.398414052530764}"
2909,"{'""': 9.555852607820157, 'picnic': 8.190173521758819, 'venice': 8.595638629866983}"
2911,"{'aman': 8.595638629866983, 'decided': 8.190173521758819, 'goel': 8.595638629866983, 'master': 8.190173521758819}"
2913,"{'acquire': 8.190173521758819, 'google': 6.030689272405446, 'twitter': 7.6793478979928285}"
2915,"{'""': 9.555852607820157, 'perception': 7.902491449307038, 'sentences': 7.497026341198874}"
2917,"{'ibps': 8.190173521758819, 'po': 7.902491449307038, 'prelims': 8.595638629866983}"
2919,"{'?': 1.0007542426504639, 'dilemmas': 8.595638629866983, 'ethical': 8.190173521758819}"
2921,"{'actually': 6.986200717432883, 'curbing': 8.595638629866983, 'demonetization': 7.3428756613716155}"
2922,"{'donald': 5.625224164297282, 'getting': 6.398414052530764, 'support': 6.723836452965392}"
2924,"{'democracy': 15.804982898614076, 'existing': 7.6793478979928285, 'kind': 6.64972848081167}"
2926,"{'body': 6.890890537628558, 'leaves': 8.190173521758819, 'soul': 7.497026341198874}"
2928,"{'cab': 8.190173521758819, ""investor's"": 8.190173521758819, 'mini': 8.190173521758819, 'ola': 8.190173521758819}"
2930,"{'""': 9.555852607820157, 'marked': 7.209344268747093, 'needs': 7.3428756613716155}"
2932,"{'app': 5.921489980440454, 'icloud': 7.6793478979928285, 'remove': 8.190173521758819}"
2934,"{'email': 6.455572466370713, 'forgot': 7.497026341198874, 'instagram': 6.2442633727035055}"
2936,"{'?': 1.0007542426504639, 'operation': 7.497026341198874, 'quality': 6.64972848081167}"
2938,"{'android': 6.110731980078983, 'install': 7.497026341198874, 'ios': 7.091561233090709}"
2940,"{'ideas': 7.902491449307038, 'investment': 6.986200717432883, 'minimum': 6.890890537628558}"
2942,"{'road': 7.497026341198874, 'stand': 7.6793478979928285, 'vehicles': 8.190173521758819}"
2944,"{'kingdom': 7.902491449307038, 'quit': 7.6793478979928285, 'want': 11.150427487445242}"
2946,"{'hip': 7.6793478979928285, 'hop': 8.595638629866983, 'rap': 7.902491449307038}"
2948,"{'stealing': 16.380347043517638, 'thief': 8.190173521758819, ""you're"": 7.902491449307038}"
2950,"{'contract': 7.6793478979928285, 'essentials': 7.902491449307038, 'valid': 7.6793478979928285}"
2952,"{'catia': 8.190173521758819, 'softwares': 8.595638629866983, 'solidworks': 8.190173521758819}"
2954,"{'car': 12.688693662520976, 'wa': 8.595638629866983, 'willthis': 8.595638629866983}"
2956,"{'bangalore': 7.209344268747093, 'kitchen': 7.902491449307038, 'modular': 8.190173521758819}"
2958,"{'1-2': 8.190173521758819, 'disappear': 8.595638629866983, 'stops': 8.190173521758819, 'twenties': 8.595638629866983}"
2960,"{'company': 5.956581300251725, 'resume': 7.6793478979928285, 'send': 6.5807356093247185}"
2962,"{'girlfriend': 6.64972848081167, 'loves': 7.6793478979928285, 'tell': 6.516197088187147}"
2964,"{'groups': 8.595638629866983, 'ismaili': 8.595638629866983, 'sect': 8.595638629866983}"
2966,"{'hot': 8.190173521758819, 'plastic': 7.6793478979928285, 'tea': 7.6793478979928285}"
2968,"{'healthy': 6.64972848081167, 'pizza': 7.497026341198874, 'recipe': 8.190173521758819}"
2970,"{'books': 6.153291594497779, 'philosophy': 7.902491449307038, 'read': 6.516197088187147}"
2972,"{'brakes': 8.190173521758819, 'replace': 7.497026341198874, 'rotors': 8.595638629866983}"
2974,"{'bernie': 8.190173521758819, 'nomination': 8.595638629866983, 'sanders': 8.190173521758819, 'won': 8.595638629866983}"
2976,"{'bank': 6.803879160638928, 'icici': 8.190173521758819, 'place': 6.153291594497779}"
2978,"{'displayed': 8.595638629866983, 'error': 15.804982898614076, 'fatal': 8.595638629866983, 'handler': 17.191277259733965}"
2980,"{'anti-aap': 8.595638629866983, 'news': 7.6793478979928285, 'zee': 8.190173521758819}"
2982,"{'?': 1.0007542426504639, 'break': 7.3428756613716155, 'deal': 6.803879160638928}"
2984,"{'arms': 8.595638629866983, 'exercise': 7.6793478979928285, 'reduce': 7.091561233090709}"
2986,"{'celebrities': 8.595638629866983, 'english': 5.625224164297282, 'speak': 6.986200717432883}"
2988,"{'essay': 7.3428756613716155, 'introduction': 8.190173521758819, 'write': 6.723836452965392}"
2990,"{'indian': 5.263434119691779, 'think': 5.245734542592379, 'women': 6.5807356093247185}"
2992,"{'amazon': 7.209344268747093, 'thing': 5.823049907627202, '€': 8.595638629866983}"
2994,"{'chops': 8.595638629866983, 'dishes': 7.6793478979928285, 'lamb': 8.595638629866983}"
2996,"{'assistance': 8.190173521758819, 'knowledgeable': 8.595638629866983, 'transfer': 7.6793478979928285}"
2998,"{'experienced': 7.3428756613716155, 'explain': 7.6793478979928285, 'paranormal': 7.3428756613716155}"
3000,"{'?': 1.0007542426504639, 'digestion': 7.902491449307038, 'improve': 5.792278248960448}"
3002,"{'floss': 8.190173521758819, 'permanent': 8.190173521758819, 'retainer': 8.190173521758819}"
3004,"{'library': 8.190173521758819, 'theses': 8.190173521758819, 'thesis': 8.190173521758819}"
3006,"{'comics': 8.190173521758819, 'cyanide': 7.902491449307038, 'happiness': 7.497026341198874}"
3008,"{'fractions': 8.595638629866983, 'multiply': 8.595638629866983, 'python': 7.6793478979928285}"
3010,"{'does': 3.618904887446409, 'nat': 8.190173521758819, 'stand': 7.6793478979928285}"
3012,"{'air': 14.418688537494186, 'cold': 8.190173521758819, 'denser': 8.190173521758819, 'polluted': 8.595638629866983}"
3014,"{'?': 1.0007542426504639, 'lymph': 8.190173521758819, 'nodes': 8.190173521758819}"
3016,"{'?': 1.0007542426504639, 'buy': 5.762425285810767, 'stocks': 7.497026341198874}"
3018,"{'largest': 8.190173521758819, 'medals': 8.190173521758819, 'olympic': 7.902491449307038, 'population': 7.902491449307038}"
3020,"{'?': 1.0007542426504639, 'favourite': 7.497026341198874, 'meal': 7.6793478979928285}"
3022,"{',': 3.3200782504415627, 'connect': 7.497026341198874, 'want': 5.575213743722621}"
3024,"{'calories': 7.209344268747093, 'dominos': 8.595638629866983, 'pizza': 7.497026341198874}"
3026,"{'cards': 7.497026341198874, 'gathering': 8.595638629866983, 'magic': 7.497026341198874}"
3028,"{'jee': 6.890890537628558, 'mains': 7.6793478979928285, 'practice': 7.902491449307038}"
3030,"{'seven': 8.190173521758819, 'wonders': 8.190173521758819, 'world': 5.161651425381837}"
3032,"{'250': 8.595638629866983, 'costs': 8.595638629866983, 'diagnostic': 8.595638629866983, 'dsm': 8.595638629866983, 'manual': 8.595638629866983, 'statistical': 8.595638629866983}"
3034,"{'black': 5.9929489444226, 'looking': 6.516197088187147, 'magic': 7.497026341198874}"
3036,"{'favorite': 7.3428756613716155, 'sun': 7.209344268747093, '“': 7.209344268747093, '”': 7.3428756613716155}"
3038,"{'mu': 8.190173521758819, 'prepare': 5.792278248960448, 'sigma': 7.902491449307038}"
3040,"{'edupristine': 8.595638629866983, 'institute': 7.091561233090709, 'sap': 7.902491449307038}"
3042,"{'drugs': 7.902491449307038, 'stop': 5.625224164297282, 'war': 5.625224164297282}"
3044,"{'lot': 7.6793478979928285, 'photo': 7.497026341198874, 'picture': 7.497026341198874}"
3046,"{'backend': 8.190173521758819, 'firebase': 8.190173521758819, 'stamplay': 8.595638629866983}"
3048,"{'pokémon': 7.6793478979928285, 'thing': 5.823049907627202, 'trend': 8.190173521758819}"
3050,"{'associated': 8.595638629866983, 'forgot': 7.497026341198874, 'reset': 8.595638629866983}"
3052,"{'boyfriend': 6.803879160638928, 'calls': 7.6793478979928285, 'sexy': 8.595638629866983}"
3054,"{'""': 9.555852607820157, 'enter': 7.902491449307038, 'heck': 8.595638629866983}"
3056,"{'favorite': 7.3428756613716155, 'lyrics': 7.497026341198874, 'misheard': 8.190173521758819}"
3058,"{'philadelphia': 8.595638629866983, 'relative': 7.6793478979928285, 'taxis': 7.497026341198874}"
3060,"{'150': 8.190173521758819, 'kgs': 8.595638629866983, 'luggage': 8.595638629866983}"
3062,"{'close': 7.209344268747093, 'iii': 7.209344268747093, 'war': 5.625224164297282}"
3064,"{'period': 7.3428756613716155, 'tcs': 7.497026341198874, 'training': 6.986200717432883}"
3066,"{'book': 5.823049907627202, 'skills': 6.803879160638928, 'writing': 14.418688537494186}"
3068,"{'?': 1.0007542426504639, 'development': 6.516197088187147, 'sustainable': 8.190173521758819}"
3070,"{'gunshot': 8.190173521758819, 'treat': 7.091561233090709, 'wounds': 8.595638629866983}"
3072,"{'adhd': 8.595638629866983, 'aquired': 8.595638629866983, 'phone': 11.355735795565408, 'using': 11.302399301401087}"
3074,"{'despite': 8.190173521758819, 'fail': 8.190173521758819, 'projections': 8.595638629866983}"
3076,"{'nuclear': 7.6793478979928285, 'reactions': 7.902491449307038, 'sun': 7.209344268747093}"
3078,"{'accuras': 8.595638629866983, 'cars': 7.091561233090709, 'hondas': 8.595638629866983}"
3080,"{'acne': 7.3428756613716155, 'effective': 7.3428756613716155, 'treatment': 7.497026341198874}"
3082,"{'2012': 7.6793478979928285, 'attending': 8.595638629866983, 'echelon': 8.595638629866983}"
3084,"{'analog': 8.595638629866983, 'digital': 6.890890537628558, 'faster': 7.209344268747093}"
3086,"{'thing': 5.823049907627202, 'think': 5.245734542592379, 'wake': 7.091561233090709}"
3088,"{',': 9.960234751324688, 'george': 8.595638629866983, 'reengage': 8.595638629866983}"
3090,"{'?': 1.0007542426504639, 'head': 7.209344268747093, 'shaving': 8.595638629866983}"
3092,"{'disconnecting': 8.595638629866983, 'fix': 8.190173521758819, 'wi-fi': 8.190173521758819}"
3094,"{'connect': 7.497026341198874, 'performing': 8.595638629866983, 'vbulletin': 8.595638629866983}"
3096,"{'crowd': 8.595638629866983, 'speak': 6.986200717432883, 'stammering': 8.595638629866983}"
3098,"{'carrying': 8.595638629866983, 'defence': 8.190173521758819, 'lobby': 8.595638629866983, 'weapons': 8.190173521758819}"
3100,"{'design': 7.091561233090709, 'fork': 8.190173521758819, 'telescopic': 8.595638629866983}"
3102,"{'?': 1.0007542426504639, 'computer': 5.956581300251725, 'networking': 8.595638629866983}"
3104,"{'arcade': 8.190173521758819, 'doom': 8.595638629866983, 'ii': 8.595638629866983}"
3106,"{'attack': 7.902491449307038, 'residents': 8.595638629866983, 'uri': 7.902491449307038}"
3108,"{'die': 6.723836452965392, 'genghis': 8.595638629866983, 'khan': 7.497026341198874}"
3110,"{'bronzed': 8.595638629866983, 'encephalopathy': 8.595638629866983, 'hemochromatosis': 8.595638629866983, 'hereditary': 8.595638629866983}"
3112,"{'animals': 7.3428756613716155, 'emotions': 7.902491449307038, 'humans': 6.803879160638928}"
3114,"{'?': 1.0007542426504639, 'good': 4.526611875629173, 'handwriting': 8.190173521758819}"
3116,"{'azure': 8.595638629866983, 'bitbucket': 8.595638629866983, 'deploy': 8.595638629866983}"
3118,"{'benefit': 7.3428756613716155, 'donald': 5.625224164297282, 'trump': 5.2998017638626544}"
3120,"{'post': 6.803879160638928, 'procedure': 7.3428756613716155, 'sending': 8.595638629866983}"
3121,"{'.': 7.790316528149134, 'corruption': 8.190173521758819, 'rs': 13.032394176374295}"
3123,"{'2016': 5.527585694733366, 'horror': 7.3428756613716155, 'movies': 5.887588428764773}"
3125,"{'overcome': 7.3428756613716155, 'suicide': 7.497026341198874, 'thoughts': 7.6793478979928285}"
3127,"{'hindrance': 8.595638629866983, 'passenger': 8.595638629866983, 'rush': 8.595638629866983}"
3129,"{'bpcl': 8.595638629866983, 'gate': 19.54859126456144, 'trainees': 8.595638629866983}"
3131,"{'blood': 6.890890537628558, 'lower': 7.6793478979928285, 'pressure': 7.6793478979928285}"
3133,"{'literature': 7.6793478979928285, 'net': 6.890890537628558, 'ugc': 7.902491449307038}"
